Libellé Gare	Voyageurs	Commune	Département	coordonnees_geographiques
Kruth	O	Kruth	Haut-Rhin	"47.9233911486,6.96947292171"
Graffenstaden	O	Graffenstaden	Bas-Rhin	"48.5329521571,7.69004277318"
Bénestroff	O	Bénestroff	Moselle	"48.9067562691,6.7523189334"
Kilstett	O	Kilstett	Bas-Rhin	"48.6795765531,7.8551969993"
Marienthal	O	Haguenau	Bas-Rhin	"48.7818411079,7.82362260484"
Walbourg	O	Walbourg	Bas-Rhin	"48.8859163608,7.80932823604"
Walbourg	O	Walbourg	Bas-Rhin	"48.8859163608,7.80932823604"
Reichshoffen-Usines	N	Reichshoffen	Bas-Rhin	"48.9194328397,7.65243661702"
Niederbronn-les-Bains	O	Niederbronn-les-Bains	Bas-Rhin	"48.9523438345,7.63376157689"
Schweighouse-sur-Moder	O	Schweighouse-sur-Moder	Bas-Rhin	"48.8287882013,7.74261912762"
Hargarten-Falck	N	Falck	Moselle	"49.2185454204,6.63383185579"
Petit-Réderching	O	Petit-Réderching	Moselle	"49.049436418,7.29991611423"
Rohrbach-lès-Bitche	O	Rohrbach-lès-Bitche	Moselle	"49.0553805067,7.26378939744"
Hundling	O	Hundling	Moselle	"49.1065704176,6.9774672338"
Mommenheim	O	Mommenheim	Bas-Rhin	"48.7556706097,7.64250755197"
Kalhausen	O	Kalhausen	Moselle	"49.0353114698,7.1252501491"
Brouviller-Lixheim	N	Brouviller	Moselle	"48.7658277494,7.14928856873"
Herbitzheim	O	Herbitzheim	Bas-Rhin	"49.0139107369,7.08004423539"
Kalhausen	O	Kalhausen	Moselle	"49.0353114698,7.1252501491"
Rémilly	O	Rémilly	Moselle	"49.014660941,6.39434558655"
Courcelles-sur-Nied	O	Courcelles-sur-Nied	Moselle	"49.0634888045,6.31098907086"
Hargarten-Falck	N	Falck	Moselle	"49.2185454204,6.63383185579"
Anzeling	O	Anzeling	Moselle	"49.2624167581,6.45958640732"
Hargarten-Falck	N	Falck	Moselle	"49.2185454204,6.63383185579"
Bouzonville	O	Bouzonville	Moselle	"49.2898736772,6.52913917299"
Anzeling	O	Anzeling	Moselle	"49.2624167581,6.45958640732"
Kuntzig	O	Kuntzig	Moselle	"49.3499375704,6.23460219179"
Basse-Ham	O	Basse-Ham	Moselle	"49.3805707975,6.23489819567"
Metz-Nord	O	Metz	Moselle	"49.1369753025,6.16670057163"
Walibi-Lorraine	O	Maizières-lès-Metz	Moselle	"49.2245405464,6.15956724907"
Fontoy	N	Fontoy	Moselle	"49.3555156814,5.98976244319"
Audun-le-Tiche	N	Audun-le-Tiche	Moselle	"49.4780789221,5.95760117217"
Lumes	O	Lumes	Ardennes	"49.7329815998,4.78324056317"
Margut-Fromy	N	Fromy	Ardennes	"49.5907095709,5.25733284027"
Audun-le-Roman	O	Audun-le-Roman	Meurthe-et-Moselle	"49.3665901566,5.89146426861"
Nouzonville	O	Nouzonville	Ardennes	"49.8125348634,4.74225864454"
Joigny-sur-Meuse	O	Joigny-sur-Meuse	Ardennes	"49.8330479249,4.76779840721"
Bogny-sur-Meuse	O	Bogny-sur-Meuse	Ardennes	"49.8588339298,4.76270944436"
Laifour	O	Laifour	Ardennes	"49.9109753314,4.69217518777"
Haybes	O	Haybes	Ardennes	"50.0119694058,4.7055749138"
Fépin	O	Fépin	Ardennes	"50.0237557557,4.72581220133"
Givet	O	Givet	Ardennes	"50.1409129295,4.81781364446"
Le Châtelet	N	Le Châtelet-sur-Retourne	Ardennes	"49.4189686117,4.28016752894"
Jonchery-sur-Vesle	O	Jonchery-sur-Vesle	Marne	"49.2900003696,3.8195845684"
Challerange	N	Challerange	Ardennes	"49.3060590959,4.74400041252"
Bazancourt	N	Bazancourt	Marne	"49.3613746745,4.17449561353"
Bétheniville	N	Bétheniville	Marne	"49.2922087449,4.36337078862"
Challerange	N	Challerange	Ardennes	"49.3060590959,4.74400041252"
Alland'huy	N	Alland'Huy-et-Sausseuil	Ardennes	"49.5113686218,4.55534619019"
Liart	O	Liart	Ardennes	"49.7703600401,4.33539159787"
Carignan	O	Carignan	Ardennes	"49.6285304752,5.16833586681"
Messempré	N	Pure	Ardennes	"49.6768403281,5.16412791616"
Lille-Europe	O	Lille	Nord	"50.6393715807,3.07535868101"
Baroncourt	O	Dommary-Baroncourt	Meuse	"49.2843164395,5.69974319544"
Tournes	N	Tournes	Ardennes	"49.7932329126,4.62794365578"
Laon	O	Laon	Aisne	"49.5712078576,3.62341042723"
Marle-sur-Serre	O	Marle	Aisne	"49.7470956387,3.76977575901"
Vervins	O	Vervins	Aisne	"49.8300608166,3.89337939858"
Origny-en-Thiérache	O	Origny-en-Thiérache	Aisne	"49.8906892604,4.02429757613"
Vaumoise	O	Coyolles	Aisne	"49.2336883909,2.98848839346"
Anor	O	Anor	Nord	"49.9849886264,4.09289035395"
Le Plessis-Belleville	O	Le Plessis-Belleville	Oise	"49.0959498412,2.74469637882"
Le Bourget	O	Le Bourget	Seine-St-Denis	"48.9307910006,2.42667401129"
Tricot	O	Tricot	Oise	"49.5610422703,2.58153234287"
Boves	O	Boves	Somme	"49.8464769169,2.39809491184"
Rethondes	N	Rethondes	Oise	"49.4162320931,2.91014002132"
Aulnois-sous-Laon	N	Aulnois-sous-Laon	Aisne	"49.6101031721,3.61019669341"
La Ferté-Chevresis	N	La Ferté-Chevresis	Aisne	"49.7389801374,3.55649540189"
Viry-Noureuil	O	Viry-Noureuil	Aisne	"49.6273035491,3.25009038651"
Dieuze	N	Dieuze	Moselle	"48.8141891253,6.71203735493"
Strasbourg-Ville	O	Strasbourg	Bas-Rhin	"48.5828702552,7.73159495317"
St-Blaise-la-Roche-Poutay	O	St-Blaise-la-Roche	Bas-Rhin	"48.4077153255,7.16557142885"
Bourg-Bruche	O	Bourg-Bruche	Bas-Rhin	"48.3601890722,7.13723928224"
Raves-Ban-de-Laveline	O	Raves	Vosges	"48.2656988704,7.03762247721"
Strasbourg-Koenigshoffen	N	Strasbourg	Bas-Rhin	"48.5706182026,7.70993807831"
Epfig	O	Epfig	Bas-Rhin	"48.3637186823,7.45042847158"
Eichhoffen	O	Eichhoffen	Bas-Rhin	"48.3825156827,7.44954877576"
Saverne	O	Saverne	Bas-Rhin	"48.7446426756,7.36206458598"
Ebersheim	O	Ebersheim	Bas-Rhin	"48.3099385521,7.4942955719"
St-Louis-la-Chaussée	O	St-Louis	Haut-Rhin	"47.6080613452,7.5331734733"
Ribeauvillé	O	Guémar	Haut-Rhin	"48.1871492142,7.37564572131"
Herrlisheim-près-Colmar	O	Herrlisheim-près-Colmar	Haut-Rhin	"48.0175806946,7.32082594806"
Colmar-Mésanges	O	Colmar	Haut-Rhin	"48.0859265457,7.33389721538"
Walbach	O	Wintzenheim	Haut-Rhin	"48.0579222205,7.23370402229"
Metzeral	O	Metzeral	Haut-Rhin	"48.0135703614,7.07347671722"
St-Gilles (Haut-Rhin)	O	Wintzenheim	Haut-Rhin	"48.0759368844,7.26125864815"
Île-Napoléon	N	Illzach	Haut-Rhin	"47.7676904547,7.39078076767"
Wesserling	O	Fellering	Haut-Rhin	"47.8898932184,6.99771395218"
Lutterbach (Tram/Train)	O	Lutterbach	Haut-Rhin	"47.758141749,7.27664252221"
Mulhouse-Dornach (Tram/Train)	O	Mulhouse	Haut-Rhin	"47.7464190756,7.30931273986"
St-Louis-la-Chaussée	O	St-Louis	Haut-Rhin	"47.6080613452,7.5331734733"
St-Louis (Haut-Rhin)	O	St-Louis	Haut-Rhin	"47.5902689354,7.55486154692"
Graffenstaden	O	Graffenstaden	Bas-Rhin	"48.5329521571,7.69004277318"
Krimmeri-Meinau	O	Strasbourg	Bas-Rhin	"48.5639178948,7.75213997217"
Herrlisheim (Bas-Rhin)	O	Herrlisheim	Bas-Rhin	"48.727646511,7.91032804077"
Bischheim	O	Schiltigheim	Bas-Rhin	"48.6119033772,7.74183761286"
Hoenheim-Tram	O	Hoenheim	Bas-Rhin	"48.6287593887,7.75813155886"
Lauterbourg	O	Lauterbourg	Bas-Rhin	"48.9671699654,8.18258753287"
Reichstett	N	Reichstett	Bas-Rhin	"48.6407126613,7.77922505574"
Vendenheim	O	Vendenheim	Bas-Rhin	"48.6654040014,7.71821812684"
Riedseltz	O	Riedseltz	Bas-Rhin	"48.9906584811,7.96303674757"
Haguenau	O	Haguenau	Bas-Rhin	"48.813378757,7.78216454192"
Mertzwiller	O	Haguenau	Bas-Rhin	"48.8721740293,7.67827965876"
Farébersviller	O	Farébersviller	Moselle	"49.1180824617,6.8618205378"
Béning	O	Béning-lès-St-Avold	Moselle	"49.1382335756,6.82856996263"
Schweighouse-sur-Moder	O	Schweighouse-sur-Moder	Bas-Rhin	"48.8287882013,7.74261912762"
Ingwiller	O	Ingwiller	Bas-Rhin	"48.8720108533,7.47674515501"
Diemeringen	O	Diemeringen	Bas-Rhin	"48.9408317326,7.18473375759"
Oermingen	O	Oermingen	Bas-Rhin	"49.0004185673,7.13186789402"
Sarreguemines	O	Sarreguemines	Moselle	"49.1070995488,7.06795583468"
Sarreguemines	O	Sarreguemines	Moselle	"49.1070995488,7.06795583468"
Drulingen	N	Drulingen	Bas-Rhin	"48.8731402765,7.18305661869"
Sarreguemines	O	Sarreguemines	Moselle	"49.1070995488,7.06795583468"
Sarreguemines	O	Sarreguemines	Moselle	"49.1070995488,7.06795583468"
Hombourg-Haut	O	Hombourg-Haut	Moselle	"49.1261570714,6.7742982926"
Béning	O	Béning-lès-St-Avold	Moselle	"49.1382335756,6.82856996263"
Freistroff	O	Freistroff	Moselle	"49.277402567,6.49130861738"
Thionville	O	Thionville	Moselle	"49.3537250844,6.1698150452"
Kédange	O	Kédange-sur-Canner	Moselle	"49.3057057545,6.33234609143"
Distroff	O	Distroff	Moselle	"49.3350953973,6.26022735264"
Malling	O	Malling	Moselle	"49.4215051412,6.30220954045"
Woippy	O	Woippy	Moselle	"49.1487192803,6.15608283605"
Rodange	O	Rodange	Luxembourg	"49.5433510259,5.81080066683"
Mohon	O	Charleville-Mézières	Ardennes	"49.7530680176,4.7326726017"
Sedan	O	Sedan	Ardennes	"49.6948628186,4.93028252686"
Pouru-Brévilly	N	Pouru-St-Remy	Ardennes	"49.6732163321,5.08359250686"
Ciry-Sermoise	N	Ciry-Salsogne	Aisne	"49.3703287669,3.46728794504"
Braine	N	Braine	Aisne	"49.3330562868,3.53979700163"
Venizel	N	Venizel	Aisne	"49.3674986131,3.39666324757"
Mohon	O	Charleville-Mézières	Ardennes	"49.7530680176,4.7326726017"
Monthermé	O	Bogny-sur-Meuse	Ardennes	"49.8660962836,4.74011461752"
Vireux-Molhain	O	Vireux-Molhain	Ardennes	"50.0834576501,4.72315140619"
Aubrives	O	Aubrives	Ardennes	"50.1043222788,4.76176668312"
Rethel	O	Rethel	Ardennes	"49.5046337936,4.37026128162"
Fismes	O	Fismes	Marne	"49.3109238436,3.68251295968"
Breuil-Romain	O	Breuil	Marne	"49.308381395,3.76687802476"
Reims	O	Reims	Marne	"49.2594679842,4.02443491906"
Lavannes-Caurel	N	Caurel	Marne	"49.3153296713,4.14535768066"
Pontfaverger	N	Pontfaverger-Moronvilliers	Marne	"49.3024773359,4.32013956004"
Sommepy	N	Sommepy-Tahure	Marne	"49.2480159692,4.55445640716"
St-Masmes	N	St-Masmes	Marne	"49.3134022388,4.268390666"
Aubenton	N	Aubenton	Aisne	"49.8338298321,4.19898391058"
Fréthun-lès-Calais	N	Peuplingues	Pas-de-Calais	"50.9194191691,1.82153238327"
Audun-le-Tiche	N	Audun-le-Tiche	Moselle	"49.4780789221,5.95760117217"
Roissy-Aéroport-Charles-de-Gaulle	O	Tremblay-en-France	Seine-St-Denis	"49.0039901179,2.57122319705"
Ormoy-Villers	O	Ormoy-Villers	Oise	"49.2003098556,2.83727019693"
Laon	O	Laon	Aisne	"49.5712078576,3.62341042723"
Chivres-en-Laonnois	N	Chivres-en-Laonnois	Aisne	"49.6374775287,3.84192693623"
Crouy	O	Crouy	Aisne	"49.4037404927,3.35697124801"
La Neuville-sous-Laon	O	Laon	Aisne	"49.5709888116,3.59736378905"
Verneuil-sur-Serre	O	Verneuil-sur-Serre	Aisne	"49.647028116,3.66625842949"
Corcy	O	Corcy	Aisne	"49.2553926716,3.2162853738"
Longpont	O	Longpont	Aisne	"49.2726456745,3.23014870135"
Villeparisis	O	Mitry-Mory	Seine-et-Marne	"48.953093201,2.60284772659"
Mitry-Claye	O	Mitry-Mory	Seine-et-Marne	"48.9757544033,2.64234942529"
Drancy	O	Drancy	Seine-St-Denis	"48.9325883026,2.45572874577"
Aulnay-sous-Bois	O	Aulnay-sous-Bois	Seine-St-Denis	"48.9322083864,2.49405573532"
Verberie	N	Verberie	Oise	"49.3199613889,2.7458049676"
Sains-Richaumont	N	Sains-Richaumont	Aisne	"49.8270129958,3.69916967458"
Hirson	O	Hirson	Aisne	"49.9143207192,4.08438898222"
Fourmies	O	Fourmies	Nord	"50.0151886588,4.05383208483"
Ferrière-la-Grande	N	Ferrière-la-Grande	Nord	"50.2545127487,4.00090056843"
Busigny	O	Busigny	Nord	"50.0396498849,3.44591119238"
Honnechy	N	Honnechy	Nord	"50.0624816318,3.48025357699"
Les Bons-Pères	O	Rousies	Nord	"50.2798014171,4.01086174426"
Noyon	O	Noyon	Oise	"49.5770083981,3.00667025612"
Longueil-Annel	O	Longueil-Annel	Oise	"49.4669987281,2.86309076204"
Sous-le-Bois	O	Maubeuge	Nord	"50.2657251557,3.94058426743"
Maurois	O	Honnechy	Nord	"50.0673724422,3.45632530932"
Riscle	N	Riscle	Gers	"43.6532317084,-0.0861879193153"
Port-Ste-Marie	O	Port-Ste-Marie	Lot-et-Garonne	"44.2504645141,0.38854571686"
Nérac	N	Nérac	Lot-et-Garonne	"44.1314349126,0.335501463527"
Lasserre	N	Moncrabeau	Lot-et-Garonne	"44.0655540071,0.367188297936"
Condom	N	Condom	Gers	"43.9621620366,0.365491300257"
Auch	O	Auch	Gers	"43.6442147157,0.596933178458"
Aubiet	O	Aubiet	Gers	"43.6500441638,0.789299013366"
St-Agne	O	Toulouse	Haute-Garonne	"43.5792109672,1.44949374857"
St-Cyprien-Arènes	O	Toulouse	Haute-Garonne	"43.5939264053,1.41647968793"
Castelsarrasin	O	Castelsarrasin	Tarn-et-Garonne	"44.0403771685,1.11461345795"
Muret	O	Muret	Haute-Garonne	"43.4640609803,1.32371259574"
St-Agne	O	Toulouse	Haute-Garonne	"43.5792109672,1.44949374857"
Martres-Tolosane	O	Martres-Tolosane	Haute-Garonne	"43.1959630911,1.01576664632"
Lestelle	O	Lestelle-de-St-Martory	Haute-Garonne	"43.1185402725,0.912423612861"
Labarthe-Inard	O	Labarthe-Inard	Haute-Garonne	"43.1049598561,0.852120223286"
St-Gaudens	O	St-Gaudens	Haute-Garonne	"43.1047396898,0.728708522251"
Tournay (Hautes-Pyrénées)	O	Tournay	Hautes-Pyrénées	"43.1834302463,0.23904048355"
Redon	O	Redon	Ille-et-Vilaine	"47.651784822,-2.08852184367"
Beslé	O	Guémené-Penfao	Loire-Atlantique	"47.6993200772,-1.87011328248"
Quéménéven	N	Quéménéven	Finistère	"48.115635217,-4.08580499653"
Pont-de-Buis	O	St-Ségal	Finistère	"48.2543626597,-4.08620642079"
Dirinon	O	Loperhet	Finistère	"48.3926856594,-4.28564232701"
Pontchâteau	O	Pontchâteau	Loire-Atlantique	"47.4363076119,-2.08838349015"
Auray	O	Auray	Morbihan	"47.6802456134,-2.9995954826"
Gaël	N	Gaël	Ille-et-Vilaine	"48.1316575655,-2.21569977789"
Les Sables-Blancs	O	Plouharnel	Morbihan	"47.5752289561,-3.13244012507"
St-Pierre-Quiberon	O	St-Pierre-Quiberon	Morbihan	"47.5209486383,-3.13870714586"
Pontivy	N	Pontivy	Morbihan	"48.0615601979,-2.96577545974"
Ploeuc-L'Hermitage	O	L'Hermitage-Lorge	Côte-d'Armor	"48.3302776487,-2.82854218067"
Uzel	O	St-Hervé	Côte-d'Armor	"48.281842366,-2.80829181114"
La Motte	O	La Motte	Côte-d'Armor	"48.2258730396,-2.75460838116"
La Boissière	N	Concarneau	Finistère	"47.9188989624,-3.90412824524"
Le Pénity	O	Duault	Côte-d'Armor	"48.3645405565,-3.47635479365"
Guingamp	O	Guingamp	Côte-d'Armor	"48.5555105751,-3.14327230212"
Brélidy-Plouëc	O	Plouëc-du-Trieux	Côte-d'Armor	"48.6691961764,-3.19626228191"
Pontrieux-Halte	O	Pontrieux	Côte-d'Armor	"48.6980634672,-3.16422250809"
Frynaudour	O	Plourivo	Côte-d'Armor	"48.7279620189,-3.12858859696"
Beillant	O	St-Sever-de-Saintonge	Charente-Maritime	"45.7010171429,-0.526885316444"
Bussac	O	Bussac-Forêt	Charente-Maritime	"45.2119109837,-0.368017790837"
Brion-près-Thouet	O	Brion-près-Thouet	Deux-Sèvres	"47.0486790804,-0.184986846855"
St-Varent	N	St-Varent	Deux-Sèvres	"46.8893106203,-0.224148987716"
Magny-Blandainville	O	Magny	Eure-et-Loir	"48.3342596983,1.28105914423"
Vieuvicq-Montigny	N	Vieuvicq	Eure-et-Loir	"48.2653285567,1.19698557603"
Brou	O	Brou	Eure-et-Loir	"48.2156001098,1.16043423712"
Cubzac-les-Ponts	O	Cubzac-les-Ponts	Gironde	"44.9731491955,-0.458798428532"
La Grave-d'Ambarès-Gare-Inférieur	O	Ambarès-et-Lagrave	Gironde	"44.9358550666,-0.477055555693"
Cenon	O	Lormont	Gironde	"44.8558560986,-0.533609160864"
Bessé-sur-Braye	N	Bessé-sur-Braye	Sarthe	"47.8302170135,0.747761154997"
Cinq-Mars	O	Cinq-Mars-la-Pile	Indre-et-Loire	"47.3450539214,0.460452261321"
Montrelais	N	Montrelais	Loire-Atlantique	"47.3892781615,-0.966334718101"
Angers-St-Laud	O	Angers	Maine-et-Loire	"47.4643699196,-0.556795221044"
Ingrandes-sur-Loire	O	Ingrandes	Maine-et-Loire	"47.4058208901,-0.920640290897"
Pornichet	O	Pornichet	Loire-Atlantique	"47.2706612777,-2.34470484488"
Le Croisic	O	Le Croisic	Loire-Atlantique	"47.2897622425,-2.50689531824"
Nantes	O	Nantes	Loire-Atlantique	"47.2164535013,-1.54423027495"
Doulon	N	Nantes	Loire-Atlantique	"47.2336034056,-1.51545878046"
Sucé-sur-Erdre	N	Sucé-sur-Erdre	Loire-Atlantique	"47.3427030933,-1.53063745653"
Nort-sur-Erdre	N	Nort-sur-Erdre	Loire-Atlantique	"47.4418526016,-1.5034401986"
Loudun	N	Loudun	Vienne	"47.0161529253,0.0829285920393"
Coulon	N	Coulon	Deux-Sèvres	"46.3419737048,-0.547372571205"
Mauléon-St-Aubin	N	Mauléon	Deux-Sèvres	"46.9331725754,-0.72081753653"
La Possonnière	O	La Possonnière	Maine-et-Loire	"47.3710368136,-0.694762357134"
Trémentines	N	Trémentines	Maine-et-Loire	"47.1350379427,-0.808657188461"
Neuville-de-Poitou	N	Neuville-de-Poitou	Vienne	"46.6807989697,0.243527893603"
Rivarennes-Quinçay	O	Rivarennes	Indre-et-Loire	"47.2672363252,0.360658187389"
La Chaize-le-Vicomte	O	La Chaize-le-Vicomte	Vendée	"46.6767862972,-1.28225356566"
Olonne-sur-Mer	O	Olonne-sur-Mer	Vendée	"46.5492203887,-1.76625284706"
Arçay	N	Arçay	Vienne	"46.9710796638,0.010077568292"
Beuxes	N	Beuxes	Vienne	"47.0943331302,0.176815624196"
St-Christophe-du-Bois	N	St-Christophe-du-Bois	Maine-et-Loire	"47.0306844338,-0.939597558396"
Fontenay-le-Comte	N	Fontenay-le-Comte	Vendée	"46.4609090816,-0.793036257968"
Fontenay-le-Comte	N	Fontenay-le-Comte	Vendée	"46.4609090816,-0.793036257968"
Marans	N	Marans	Charente-Maritime	"46.3041234986,-1.00130185668"
Châtelaillon	O	Châtelaillon-Plage	Charente-Maritime	"46.078537142,-1.09098973651"
Rochefort	O	Rochefort	Charente-Maritime	"45.9474663208,-0.963548061438"
Tonnay-Charente	O	Tonnay-Charente	Charente-Maritime	"45.9433173939,-0.897867252882"
Taillebourg	O	Taillebourg	Charente-Maritime	"45.8301674473,-0.64442655933"
La Haie-Fouassière	O	La Haie-Fouassière	Loire-Atlantique	"47.1614871103,-1.39225282675"
Gorges	O	Gorges	Loire-Atlantique	"47.1078619383,-1.31369483515"
La Roche-sur-Yon	O	La Roche-sur-Yon	Vendée	"46.672114891,-1.43583147685"
Bouaye	O	Bouaye	Loire-Atlantique	"47.1379787925,-1.6810094327"
Machecoul	O	Machecoul	Loire-Atlantique	"46.9905182483,-1.8227278976"
Challans	O	Challans	Vendée	"46.8439547122,-1.8716158562"
St-Hilaire-de-Riez	O	St-Hilaire-de-Riez	Vendée	"46.7166381839,-1.94956377745"
Bourgneuf-en-Retz	O	Bourgneuf-en-Retz	Loire-Atlantique	"47.0469805152,-1.9550939842"
La Rochelle-Ville	O	La Rochelle	Charente-Maritime	"46.1525160774,-1.14516012344"
Rouillé	O	Rouillé	Vienne	"46.4187497764,0.0418964044419"
La Rochelle-Porte-Dauphine	O	La Rochelle	Charente-Maritime	"46.1675133159,-1.15199855331"
Égly	O	Égly	Essonne	"48.5824108515,2.22218929412"
Châteaudun	O	Châteaudun	Eure-et-Loir	"48.073183805,1.33837909565"
Crotelles	N	Villedômer	Indre-et-Loire	"47.529276096,0.864224702951"
Oisème	N	Gasville-Oisème	Eure-et-Loir	"48.4733590514,1.53114534929"
Beaulieu-Le Coudray	N	Le Coudray	Eure-et-Loir	"48.4258372696,1.51492370057"
Civry-St-Cloud	N	Civry	Eure-et-Loir	"48.0658678875,1.47938670224"
Château-du-Loir	O	Château-du-Loir	Sarthe	"47.6831493434,0.414969556511"
Tours	O	Tours	Indre-et-Loire	"47.387920661,0.695556792672"
Ruffec (Charente)	O	Ruffec	Charente	"46.0306314543,0.190190433591"
Angoulême	O	Angoulême	Charente	"45.6536427937,0.164145246926"
Angerville	O	Angerville	Essonne	"48.3114535683,2.00363749063"
Toury	O	Toury	Eure-et-Loir	"48.1931652557,1.93978898136"
Frêne-Rond	O	St-Sébastien-sur-Loire	Loire-Atlantique	"47.1908205623,-1.4960494434"
La Roche-sur-Yon	O	La Roche-sur-Yon	Vendée	"46.672114891,-1.43583147685"
St-Viaud	N	St-Viaud	Loire-Atlantique	"47.2554223538,-2.02295241937"
Surgères	O	Surgères	Charente-Maritime	"46.1133523579,-0.762032699049"
Aytré	N	Aytré	Charente-Maritime	"46.1373958886,-1.11144137943"
Pamproux	O	Pamproux	Deux-Sèvres	"46.3998031209,-0.051722419842"
Prin-Deyrançon	O	Prin-Deyrançon	Deux-Sèvres	"46.2190040801,-0.636472436419"
St-Benoît (Vienne)	N	St-Benoît	Vienne	"46.5463206483,0.335088525451"
La Norville-St-Germain-lès-Arpajo	O	La Norville	Essonne	"48.5916917514,2.26748713474"
Breuillet-Village	O	Breuillet	Essonne	"48.5647643351,2.17142985676"
Dourdan	O	Dourdan	Essonne	"48.5335769175,2.00982614795"
La Membrolle-sur-Choisille	O	La Membrolle-sur-Choisille	Indre-et-Loire	"47.4311825743,0.640902988997"
St-Amand-de-Vendôme	O	St-Amand-Longpré	Loir-et-Cher	"47.6930359562,1.01197387035"
Gallardon-Pont	N	Bailleau-Armenonville	Eure-et-Loir	"48.5179680687,1.68487496285"
Montrouge-Châtillon	N	Châtillon	Hauts-de-Seine	"48.8088937756,2.30238950327"
Auneau-Ville	N	Auneau	Eure-et-Loir	"48.4577917138,1.7743378701"
Auneau	O	Auneau	Eure-et-Loir	"48.4324552658,1.76848870909"
Voves	O	Voves	Eure-et-Loir	"48.2752635802,1.62221391267"
Fains-la-Folie	N	Fains-la-Folie	Eure-et-Loir	"48.2237424821,1.64769952546"
Péronville	N	Péronville	Eure-et-Loir	"48.0601501954,1.58051917387"
Thoré-la-Rochette	N	Thoré-la-Rochette	Loir-et-Cher	"47.7755083368,0.962434217769"
Selommes	N	Selommes	Loir-et-Cher	"47.7508846099,1.19330620198"
Villefrancoeur	N	Villefrancoeur	Loir-et-Cher	"47.6984899273,1.20959763374"
Blois	O	Blois	Loir-et-Cher	"47.5853636827,1.32360947423"
La Membrolle-sur-Choisille	O	St-Cyr-sur-Loire	Indre-et-Loire	"47.4311825743,0.640902988997"
St-Antoine-du-Rocher	O	St-Antoine-du-Rocher	Indre-et-Loire	"47.5038850638,0.616536750341"
Orléans	O	Orléans	Loiret	"47.9081541926,1.90475970164"
Savigny-sur-Orge	O	Savigny-sur-Orge	Essonne	"48.6759577779,2.35195680091"
Brétigny	O	Brétigny-sur-Orge	Essonne	"48.6062464111,2.30192824716"
Bouray	O	Lardy	Essonne	"48.5332339372,2.29049173516"
Les Églisottes	O	Les Églisottes-et-Chalaures	Gironde	"45.0942890576,-0.0436101760747"
St-Loubès	O	St-Loubès	Gironde	"44.9223543025,-0.432914030348"
Bordeaux-Bénauge	N	Bordeaux	Gironde	"44.8420339302,-0.541616069774"
Bordeaux-St-Jean	O	Bordeaux	Gironde	"44.8259231021,-0.55597751649"
Amboise	O	Amboise	Indre-et-Loire	"47.421527642,0.981190078206"
St-Ay	O	St-Ay	Loiret	"47.8630470552,1.74976615713"
Mer (Loir-et-Cher)	O	Mer	Loir-et-Cher	"47.7059475135,1.50630167352"
Suèvres	O	Suèvres	Loir-et-Cher	"47.6806329985,1.45468213531"
Veuves-Monteaux	O	Veuves	Loir-et-Cher	"47.4756282342,1.12386087513"
Paris-Tolbiac	N	Paris-13	Paris	"48.8322075448,2.37450965251"
Ingrandes-sur-Vienne	O	Ingrandes	Vienne	"46.8746798174,0.569280648464"
Nerpuy	O	Naintré	Vienne	"46.7834598144,0.525671146203"
Dissay (Vienne)	O	Dissay	Vienne	"46.7040086294,0.421511645275"
Jaunay-Clan	O	Jaunay-Clan	Vienne	"46.6819806162,0.38185388188"
Épanvilliers	O	Blanzay	Vienne	"46.2269018791,0.23583521009"
Châtellerault	O	Châtellerault	Vienne	"46.8185340162,0.54951136026"
Arçay	N	Arçay	Vienne	"46.9710796638,0.010077568292"
Migné-les-Lourdines	N	Migné-Auxances	Vienne	"46.643627038,0.315881663786"
Ruffec (Charente)	O	Ruelle-sur-Touvre	Charente	"46.0306314543,0.190190433591"
Cognac	O	Cognac	Charente	"45.6845400569,-0.325914219887"
Châteauneuf-sur-Charente	O	Châteauneuf-sur-Charente	Charente	"45.599861597,-0.0501419887839"
St-Mariens-St-Yzan	O	St-Yzan-de-Soudiac	Gironde	"45.139257314,-0.391511404382"
Le Bec-d'Ambès	N	Ambès	Gironde	"45.0226325501,-0.579997037294"
Parempuyre	O	Parempuyre	Gironde	"44.9438242501,-0.619531453064"
La Pointe-de-Grave	O	Le Verdon-sur-Mer	Gironde	"45.566668061,-1.06558676607"
Pauillac	O	Pauillac	Gironde	"45.2038228017,-0.755104732315"
Trompeloup	N	Pauillac	Gironde	"45.2208348181,-0.755244245796"
Caudéran-Mérignac	O	Mérignac	Gironde	"44.8425539729,-0.627445536032"
Vigeois	O	Vigeois	Corrèze	"45.38338734,1.51614318064"
Estivaux	N	Estivaux	Corrèze	"45.3194449997,1.47326241433"
Brive-la-Gaillarde	O	Brive-la-Gaillarde	Corrèze	"45.152365548,1.5278745899"
St-Sébastien	O	St-Sébastien	Creuse	"46.3884328638,1.54837760127"
Ambazac	O	Ambazac	Haute-Vienne	"45.9539414632,1.40906412962"
Les Bardys	O	St-Priest-Taurion	Haute-Vienne	"45.9064345124,1.37865287617"
Limoges-Puy-Imbert	N	Limoges	Haute-Vienne	"45.8517216607,1.30082737572"
