"INSEE";"Appellation courante";"Date de protection";"Statut"
"13004";"Hospices";"1927";"propriété de la commune"
"13004";"Remparts";"1886";"propriété de la commune"
"13004";"Chapelle de l'Hôpital (ancienne)";"1941";"propriété de la commune"
"13004";"Amphithéatre ou Arènes";"1840";"propriété de la commune"
"13004";"Maison";"1927";"propriété privée"
"13004";"Forum";"1886";"propriété de la commune"
"13004";"Eglise Sainte-Anne (ancienne) ou Saint-Jean";"1875";"propriété de la commune"
"13004";"Hôtel de Truchet";"1995";"propriété privée"
"13004";"Maison";"1927";"propriété privée"
"13004";"Ecole du Lau (ou Dulau)";"1946";"propriété privée"
"13004";"Ancien hôtel Boussicaud";"2016";"propriété privée"
"13004";"Temple Protestant";"1945";"propriété d'une association"
"13004";"Maison du 16s.";"1927";"propriété privée"
"13004";"Maison des Amazones";"1932";"propriété privée"
"13004";"Hôtel de Donine";"2016";"propriété privée"
"13004";"Ancien couvent des Dominicains ou Frères Prêcheurs";"1921";"propriété de la commune"
"13004";"Maison";"1927";"propriété de la commune"
"13004";"Eglise Saint-Julien";"1941";"propriété de la commune"
"13004";"Archevêché (ancien)";"1922";"propriété de la commune"
"13004";"Eglise Saint-Genest (ancienne)";"1934";"propriété privée"
"13004";"Tour de la Roquette";"1927";"propriété de la commune"
"13004";"Eglise de la Major";"1945";"propriété de la commune"
"13004";"Hôtel de Viguier";"2016";"propriété privée"
"13004";"Immeuble";"1987";"propriété privée"
"13004";"Hôtel Laugier de Montblanc ou maison Genin";"1927";"propriété privée"
"13004";"Hôtel de Lalauzière";"1925";"propriété privée"
"13004";"Pont Van-Gogh et maison pontière";"1986";"propriété d'une association ; propriété de l'Etat"
"13004";"Aqueduc du Pont de Crau (restes)";"1922";"propriété de la commune"
"13004";"Hôtel de Nicolay (ancien)";"1928";"propriété privée"
"13004";"Théâtre romain";"1840";"propriété de la commune"
"13004";"Eglise Saint-Trophime";"1840";"propriété de la commune"
"13004";"Immeubles";"1988";"propriété privée"
"13004";"Hôtel Laurens de Beaujeu";"1987";"propriété privée"
"13004";"Maison";"1931";"propriété privée"
"13004";"Aqueduc de Barbegal (restes)";"1886";NA
"13004";"Ancienne abbaye de Montmajour";"1840";"propriété de l'Etat"
"13004";"Maison";"1927";"propriété privée"
"13004";"Hôtel Perrin de Jonquières";"1987";"propriété privée"
"13004";"Hôtel Varadier de Saint-Andiol";"1988";"propriété privée"
"13004";"Verrerie de Trinquetaille (ancienne)";"1987";"propriété de la commune"
"13004";"Thermes, anciennement dits Palais de Constantin";"1840";NA
"13004";"La Tourvieille (ou château de la Tourvieille ou Tour du Tanpan)";"1933";"propriété d'une société privée"
"13004";"Hôtel de ville";"1920";"propriété de la commune"
"13004";"Colonnes dites de Saint-Lucien";"1840";"propriété de la commune"
"13004";"Hôtel de Lestang-Parade";"1988";"propriété privée"
"13004";"Porte de la Cavalerie (ancienne)";"1928";"propriété de la commune ; propriété privée"
"13004";"Maison du 16s.";"1927";"propriété privée"
"13004";"Ancien couvent des Grands-Augustins";"2014";"propriété de la commune"
"13004";"Ancien collège des Jésuites et ancien hôtel de Laval-Castellane, actuellement musée d'art chrétien et Museon Arlaten";"1905";"propriété du département"
"13004";"Immeuble";"1926";"propriété privée"
"13004";"Ancienne église Saint-Pierre et Saint-Paul de Mouleyrès";"1998";"propriété d'un établissement public de l'Etat ; propriété privée"
"13004";"Nécropole des Alyscamps";"1840";"propriété de la commune"
"13004";"Ecole Saint-Charles";"1995";"propriété d'une association cultuelle"
"13004";"Maison du 17s.";"1927";"propriété privée"
"13004";"Chapelle de la Genouillade ou des Paysans";"1942";NA
"13004";"Hôtel de Vinsargues";"1932";"propriété de la commune"
"13004";"Maison";"1927";"propriété privée"
"13004";"Ancienne église des Trinitaires";"1958";"propriété de la commune"
"13004";"Pont suspendu dit ancien pont de Fourques (également sur commune de Fourques, dans le Gard)";"1988";"propriété du département"
"13004";"Marché de la Boucherie (ancien) , dit Grande Boucherie ou Salle Dedieu";"1922";"propriété de la commune"
"13004";"Ancien domaine de Giraud";"2022";"propriété privée"
"13004";"Phare de Beauduc, situé Pointe des Sablons";"2013";"propriété de l'Etat"
"13004";"Phare de Faraman";"2012";"propriété de l'Etat"
"13004";"Groupe cathédral paléochrétien et couvent Saint-Césaire";"2004";"propriété de la commune"
"13004";"Maison";"1927";"propriété privée"
"13004";"Hôtel de L'Hoste";"1989";"propriété privée"
"13004";"Immeuble";"1946";"propriété privée"
"13004";"Monument à Frédéric Mistral";"2009";"propriété de la commune"
"13004";"Ancienne commanderie de Malte, actuellement musée Reattu";"1958";"propriété de la commune"
"13004";"Eglise des Carmes Déchaussés";"1998";"propriété de l'Etat"
"13004";"Pont romain immergé dans le Rhône";"1920";"propriété de l'Etat"
"13004";"Domaine de l'Armeillère ou l'Armeillière";"1987";"propriété d'une association"
"13004";"Château de la Jansonne";"1968";"propriété privée"
"13004";"Commanderie de Sainte-Luce de l'Ordre de Malte (ancienne)";"1977";"propriété de la commune"
"13004";"Cirque romain de la presqu'île";"1992";"propriété de la commune"
"13004";"Maison dite La Rougnoux";"1932";"propriété privée"
"13004";"Terrain de 362, 40 m2 contenant des vestiges archéologiques";"1953";"propriété d'une association"
"13004";"Hôpital Joseph Imbert, quartier de Fourchon";"1996";"propriété d'un établissement public communal"
"13004";"Maison du 16s";"1927";"propriété privée"
"13004";"Construction romaine située entre l'Hôtel des Postes et l'ancien Archevêché";"1922";"propriété de la commune"
"13004";"Hôtel de Luppé";"2019";"propriété privée"
"13004";"Léproserie Saint-Lazare";"2005";"propriété privée"
"13004";"Ancienne abbaye Saint-Césaire";"1840";"propriété de la commune ; propriété privée"
"13004";"Immeuble";"1987";"propriété privée"
"13004";"Hôtel de Courtois";"1932";"propriété du département"
"13004";"Tour d'Amphoux";"1932";"propriété privée"
"13004";"Hôtel de Grille";"1946";"propriété privée"
"13004";"Hôtel de Divonne";"1974";"propriété d'une société privée"
"13004";"Hospice de la Charité (ancien)";"1927";"propriété de la commune"
"13004";"Immeuble dit ancienne oeuvre du Bouillon";"1987";"propriété d'une société privée"
"13004";"Hôtel Icard-Duquesne ou hôtel d'Antonelle";"1987";"propriété privée"
"13004";"Hôtel particulier de Giraud ou Immeuble Capitani";"1946";"propriété privée"
"13004";"Maison du 16s";"1927";"propriété privée"
"13004";"Hôtel de Barrême";"1988";"propriété privée"
"13005";"Monument aux morts de la guerre de 1914-1918, dit aussi Monument de la Victoire";"2010";"propriété de la commune"
"13005";"Chapelle des Pénitents Gris";"1927";"propriété de la commune"
"13005";"Monument aux morts de la Légion étrangère";"2019";"propriété de l'Etat"
"13005";"Chapelle des Pénitents Blancs";"1927";"propriété de la commune"
"13005";"Chapelle des Pénitents Noirs";"1927";"propriété de la commune"
"13006";"Oratoire Saint-Véran";"1935";"propriété privée"
"13006";"Borne milliaire";"1945";"propriété privée"
"13009";"Eglise paroissiale Saint-Sauveur";"1993";"propriété de la commune"
"13009";"Château";"1984";"propriété privée"
"13010";"Maison des Chevaliers";"1999";"propriété privée"
"13010";"Tour du Cardinal Grimaldi";"1925";"propriété privée"
"13010";"Château";"1949";"propriété privée"
"13010";"Eglise";"1921";"propriété de la commune"
"13011";"Hôtel de Manville";"1905";"propriété privée"
"13011";"Eglise Saint-Vincent";"1886";"propriété de la commune"
"13011";"Immeuble dit Maison de Lère";"1905";"propriété privée"
"13011";"Immeuble dit Maison de Jean Laugier";"1908";"propriété privée"
"13011";"Chapelle Saint-Blaise (ancienne)";"1904";"propriété de la commune"
"13011";"Hôpital (restes de l'ancien)";"1904";"propriété de la commune"
"13011";"Immeuble dit Maison Jean de Brion";"1908";"propriété privée"
"13011";"Maison dite Les Remparts";"1976";"propriété privée"
"13011";"Four banal (ancien)";"1908";"propriété privée"
"13011";"Baumes de Roucas";"1908";"propriété de la commune"
"13011";"Immeuble dit Maison de Bertrand Mocadeu";"1905";"propriété privée"
"13011";"Maison Nicolas Martel";"1930";"propriété privée"
"13011";"Chapelle des Pénitents Blancs (ou chapelle Sainte-Estelle)";"1935";"propriété de la commune"
"13011";"Pavillon de la Reine Jeanne, dit aussi Pavillon Mistral";"1905";"propriété privée"
"13011";"Château (ruines)";"1904";"propriété de la commune"
"13011";"Maison de la Tour de Braü, dite aussi Le Trencat";"1904";"propriété de la commune"
"13011";"Hôtel des Porcelets";"1904";"propriété de la commune"
"13011";"Hôtel de ville";"1914";"propriété de la commune"
"13011";"Borne milliaire";"1927";"propriété privée"
"13011";"Immeuble dit Restes de la Maison du Roi";"1905";"propriété de la commune"
"13011";"Remparts";"1904";NA
"13011";"Maison dite Porte d'Eyguières";"1979";"propriété privée"
"13014";"Eglise paroissiale Saint-Cézaire";"1989";"propriété de la commune"
"13014";"Chapelle Notre-Dame de Caderot";"1974";"propriété d'une association"
"13015";"Jardin d'en haut dit aussi parc d'Albertas";"1993";"propriété d'une société privée"
"13015";"Oppidum du Baou-Roux";"1992";"propriété privée"
"13015";"Eglise";"1930";"propriété de la commune"
"13015";"Bastide de Montfinal";"2005";"propriété privée"
"13017";"Mas de la Maison Basse";"1996";"propriété privée"
"13017";"Eglise Sainte-Anne (ancienne)";"1980";"propriété de la commune"
"13017";"Chapelle de Saint-Marcellin";"1904";"propriété de la commune"
"13017";"Château (ruines)";"1976";"propriété privée"
"13017";"Maison";"1937";"propriété privée"
"13017";"Chapelle Saint-Julien";"1941";"propriété de la commune"
"13017";"Croix de Saint-Julien, située quartier des Bouisses et des Abrigans";"1999";"propriété de la commune"
"13018";"Monument aux morts de la guerre de 1914-1918";"2010";"propriété de la commune"
"13018";"Ancien château de Cabannes";"2022";"propriété privée ; propriété de la commune"
"13019";"Église paroissiale";"2012";"propriété de la commune"
"13019";"Villa gallo-romaine de la Trébillanne";"1992";"propriété privée"
"13022";"La fontaine du 18s";"1931";"propriété de la commune"
"13022";"Hôtel de ville (ancien hôtel Désiré de Moustiers)";"1984";"propriété de la commune"
"13027";"Château féodal";"1921";"propriété de la commune"
"13027";"Chapelle Saint-Honorat (ancienne)";"1972";"propriété privée"
"13028";"Bastide Marin, située au quartier de Garoutier";"2013";"propriété de la commune"
"13028";"Palais Lumière";"1996";"propriété privée"
"13028";"Maison";"1999";"propriété privée"
"13028";"Ancien Eden-Concert";"1996";"propriété de la commune"
"13028";"Anciennes Villas des frères Lumière";"1998";"propriété privée"
"13028";"Chapelle des Pénitents Bleus (ancienne)";"1992";"propriété de la commune"
"13028";"Ancien hôtel de Grimaldi-Régusse";"1999";"propriété privée"
"13029";"Tombeau romain";"1926";"propriété de la commune"
"13032";"Château";"1984";"propriété de la commune"
"13032";"Oppidum celto-ligure";"1970";"propriété privée"
"13034";"Manoir Renaissance dit Mas de la Brune";"1924";"propriété privée"
"13034";"Eglise Saint-Laurent (ancienne)";"1983";"propriété de la commune"
"13034";"Mas de Jaïsse";"1983";"propriété privée"
"13034";"Croix de cimetière";"1942";"propriété de la commune"
"13034";"Moulin à huile";"1942";"propriété privée"
"13034";"Chapelle Saint-Sixte";"1971";"propriété de la commune"
"13035";"Eglise de Roquemartine (ancienne)";"1926";"propriété privée"
"13035";"Maison du 18s";"1930";"propriété privée"
"13035";"Eglise";"1984";"propriété de la commune"
"13035";"Château de Roquemartine (vestiges du)";"1926";"propriété privée"
"13035";"Fontaine publique";"1923";"propriété de la commune"
"13035";"Chapelle Saint-Vérédème";"1906";"propriété de la commune"
"13036";"Eglise";"1925";"propriété de la commune"
"13037";"Pavillon";"1992";"propriété privée"
"13038";"Grotte-Dolmen des Fées de Cordes";"1894";"propriété privée"
"13038";"Dolmen de Saint-Contignarde (restes)";"1894";"propriété privée"
"13038";"Château d'Estoublon";"1966";"propriété d'une société privée"
"13038";"Bas-relief, dans la propriété de M. Degioanni";"1931";"propriété privée"
"13038";"Dolmen de la Mérindole";"1996";"propriété d'une société privée"
"13038";"Grotte-Dolmen de Bonnias";"1889";"propriété privée"
"13038";"Oratoire Notre-Dame";"1935";"propriété de la commune"
"13038";"Aqueduc de Barbegal";"1937";"propriété de la commune"
"13038";"Grotte-Dolmen de la Source";"1889";"propriété privée"
"13038";"Pigeonnier";"1927";"propriété privée"
"13038";"Grotte-Dolmen du Castelet ou du Forgerin";"1900";"propriété privée"
"13038";"Chapelle (restes)";"1926";"propriété privée"
"13038";"Vestiges romains de Caparon";"1937";"propriété privée"
"13038";"Tour";"1927";"propriété privée"
"13038";"Oratoire Saint-Roch et Saint-Victor";"1935";"propriété de la commune"
"13038";"Autel de la Patrie";"1937";"propriété de la commune"
"13038";"Rocher sculpté (dénommé la Coquille)";"1923";"propriété privée"
"13038";"Dolmen dit du Mas d'Agard";"1995";"propriété privée"
"13038";"Autel gallo-romain de la Coquille";"1948";"propriété privée"
"13038";"Chapelle Saint-Victor (restes)";"1926";"propriété de la commune"
"13038";"Moulins dits moulins de Rome et d'Alphonse Daudet";"1931";"propriété privée"
"13039";"Chapelle Notre-Dame de la Mer";"1965";"propriété de la commune"
"13039";"Phare de Saint-Gervais";"2012";"propriété de l'Etat"
"13039";"Remparts";"1937";"propriété de la commune"
"13039";"Eglise Saint-Sauveur";"1964";"propriété de la commune"
"13040";"Chapelle Saint-Michel";"1982";"propriété de la commune"
"13041";"Pavillon de chasse du Roi René";"1931";"propriété de la commune"
"13042";"Château d'Albertas";"1927";"propriété privée"
"13042";"Chapelle Saint-Martin";"1926";"propriété privée"
